State , ARG    , COND   , GLOBVARS , INSTRUC , LOCVARS , BODY   , CONST  , BINOP  , PROG   , PROGPRIME , COMMAND , UNOP   , EPILOG , SIMPLE , OP     , FUNCTIONS , VTYP   , COMPOSIT , ALGO   , ASSIGN , FNAME  , TERM   , ATOMIC , DECL   , VNAME  , HEADER , SUBFUNCS , PROLOG , BRANCH , <input , eq     , then   , halt   , not    , main   , T_Token , mul    , ;      , V_Token , sub    , if     , else   , N_Token , end    , {      , grt    , or     , div    , sqrt   , and    , =      , F_Token , $      , void   , return , (      ," ,      ", begin  , add    , )      , num    , }      , text   , skip   , print 
S1872 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1886  , error  , error  , error  , error  , error 
S1873 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1887  , error  , error  , error  , error  , error 
S1874 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1888  , error  , error  , error  , error  , error  , error  , error  , error 
S1875 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , G1890    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , S1889  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1876 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1891  , error  , error  , error  , error  , error  , error  , error  , error 
S1877 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , G1892  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1878 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , G1893  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1879 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , G1894  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1880 , G1895  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1881 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , G1896  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1882 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , R2     , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1883 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , R7     , error  , error  , error  , error  , error  , error  , error 
S1884 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , G1897  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1885 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , S1898  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1886 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , R39    , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1887 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , R32    , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , R32    , error  , error  , R32    , error  , error  , error  , error  , error 
S1888 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , G1899  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1889 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , R57    , error  , error  , error  , error  , error  , error  , error  , error   , R57    , R57    , error  , error  , error  , error  , error  , error  , R57    , error  , error  , error  , error 
S1890 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , S1900  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1891 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , G1901  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1892 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1902  , error  , error  , error  , error  , error  , error  , error  , error 
S1893 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1903  , error  , error  , error  , error  , error 
S1894 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1904  , error  , error  , error  , error  , error 
S1895 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1905  , error  , error  , error  , error  , error 
S1896 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1906  , error  , error  , error  , error  , error  , error  , error  , error 
S1897 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1907  , error  , error  , error  , error  , error  , error  , error  , error 
S1898 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , G1908  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1899 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1909  , error  , error  , error  , error  , error  , error  , error  , error 
S1900 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , R56    , error  , error  , error  , error  , error  , error  , error  , error   , R56    , R56    , error  , error  , error  , error  , error  , error  , R56    , error  , error  , error  , error 
S1901 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1910  , error  , error  , error  , error  , error  , error  , error  , error 
S1902 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , G1911  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1903 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , R38    , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1904 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , R37    , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , R37    , error  , error  , R37    , error  , error  , error  , error  , error 
S1905 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , R33    , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , R33    , error  , error  , R33    , error  , error  , error  , error  , error 
S1906 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , G1912  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1907 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , G1913  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1908 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , R29    , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1909 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , G1914  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1910 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , G1915  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1911 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1916  , error  , error  , error  , error  , error 
S1912 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , S1917  , error  , error  , error  , error  , error  , error  , error  , error 
S1913 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , G1918  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
S1914 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1919  , error  , error  , error  , error  , error 
S1915 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , S1920  , error  , error  , error  , error  , error 
S1916 , error  , error  , error    , error   , error   , error  , error  , error  , error  , error     , error   , error  , error  , error  , error  , error     , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error    , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , R19    , error   , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error   , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error  , error 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
